id,number,street,city,state,postalCode,price
479,0614,Petterle,Chicago,Illinois,60669,$230068.97
480,18099,Ludington,Oklahoma City,Oklahoma,73190,$54662.89
481,66,Ridgeview,Pasadena,California,91199,$62494.84
482,224,Spaight,Anniston,Alabama,36205,$316801.79
483,87434,Grim,Seattle,Washington,98109,$158094.44
484,2191,Gale,Richmond,Virginia,23277,$276866.89
485,4,Chinook,Cincinnati,Ohio,45203,$487679.76
486,37445,Boyd,Spokane,Washington,99210,$371239.96
487,60632,Sunfield,Charlotte,North Carolina,28247,$364201.76
488,7782,Arizona,Jackson,Mississippi,39210,$482105.55
489,3043,Macpherson,Portsmouth,Virginia,23705,$130986.80
490,0170,Summerview,Springfield,Missouri,65898,$107314.00
491,805,Waxwing,Washington,District of Columbia,20226,$196148.85
492,747,Warbler,Shreveport,Louisiana,71166,$442259.51
493,81,Magdeline,Portland,Oregon,97296,$285389.63
494,1,Bellgrove,London,Kentucky,40745,$78349.94
495,8,Dakota,Camden,New Jersey,08104,$58563.01
496,68958,Mitchell,Monticello,Minnesota,55565,$124746.95
497,7724,Banding,New York City,New York,10203,$442930.40
498,65,Eagle Crest,Saint Petersburg,Florida,33731,$403389.96
499,4,Roxbury,San Bernardino,California,92415,$304956.29
500,091,Buena Vista,Brooklyn,New York,11236,$163863.41
501,060,Summer Ridge,Aurora,Colorado,80044,$178508.07
502,2092,Becker,Pensacola,Florida,32511,$198482.07
503,024,Pepper Wood,Terre Haute,Indiana,47812,$246820.95
504,0,Stuart,New Orleans,Louisiana,70124,$121189.64
505,237,Bayside,Oakland,California,94611,$208945.40
506,9252,Logan,South Lake Tahoe,California,96154,$188387.16
507,7840,Toban,Burbank,California,91505,$339850.43
508,78,Merrick,Birmingham,Alabama,35290,$169622.04
509,615,Morrow,San Rafael,California,94913,$261866.22
510,2920,Burning Wood,Berkeley,California,94712,$151872.03
511,2,Maple,Houston,Texas,77255,$479326.97
512,17661,Texas,Shawnee Mission,Kansas,66215,$209130.57
513,3,Kensington,Baltimore,Maryland,21203,$261380.70
514,62,Carpenter,Salt Lake City,Utah,84145,$141305.48
515,035,Clyde Gallagher,Newport News,Virginia,23612,$446673.80
516,4,Sunnyside,San Jose,California,95173,$259924.00
517,9753,Heath,Erie,Pennsylvania,16510,$167843.07
518,9,Lakewood,Las Vegas,Nevada,89150,$70801.18
519,6,Cambridge,Pomona,California,91797,$359876.62
520,32312,Shasta,Salt Lake City,Utah,84115,$143896.43
521,299,Grim,Clearwater,Florida,34629,$368745.15
522,765,Hagan,Lake Charles,Louisiana,70607,$216510.86
523,846,Meadow Valley,El Paso,Texas,79911,$327493.07
524,7,Forster,Orlando,Florida,32813,$145712.63
525,9352,Lake View,Seattle,Washington,98127,$209892.15
526,021,Monument,North Hollywood,California,91606,$53717.26
527,652,Garrison,Oklahoma City,Oklahoma,73119,$122163.17
528,2712,Becker,Portland,Oregon,97229,$180661.06
529,67738,Hauk,Fresno,California,93778,$119895.50
530,141,Armistice,Saint Louis,Missouri,63167,$176332.74
531,23,Londonderry,Louisville,Kentucky,40256,$461349.91
532,78,Jenifer,Richmond,Virginia,23285,$326267.66
533,42,Kensington,Dallas,Texas,75210,$409786.54
534,8480,Birchwood,Youngstown,Ohio,44505,$245073.08
535,7573,Bluestem,Green Bay,Wisconsin,54313,$211916.00
536,36,Anniversary,Madison,Wisconsin,53779,$66479.04
537,96636,Maywood,Wichita,Kansas,67236,$393981.13
538,8,Kenwood,Norfolk,Virginia,23509,$146491.57
539,95200,Brickson Park,Vancouver,Washington,98664,$397926.33
540,8651,Sage,El Paso,Texas,79989,$340231.06
541,93,Lakeland,Fort Wayne,Indiana,46814,$293581.63
542,383,Morrow,Clearwater,Florida,34629,$50336.22
543,99257,Anzinger,Boise,Idaho,83722,$150164.81
544,24,Heffernan,New York City,New York,10260,$67475.08
545,584,Dapin,Amarillo,Texas,79165,$315018.88
546,9294,Comanche,Columbus,Georgia,31914,$287681.02
547,982,Nova,Fort Wayne,Indiana,46852,$471505.80
548,20800,Sunbrook,Yonkers,New York,10705,$238290.15
549,1642,Loeprich,Cheyenne,Wyoming,82007,$372936.87
550,2492,2nd,Saint Louis,Missouri,63121,$317838.24
551,506,Swallow,Philadelphia,Pennsylvania,19172,$437142.64
552,11,Lighthouse Bay,Eugene,Oregon,97405,$283101.04
553,1,Service,Charlotte,North Carolina,28256,$286662.01
554,90,Waxwing,Tampa,Florida,33673,$427537.75
555,38,Nevada,New Orleans,Louisiana,70187,$428530.68
556,48041,Fuller,New Haven,Connecticut,06510,$390365.10
557,77,Vernon,Colorado Springs,Colorado,80951,$360257.40
558,6,Del Sol,Des Moines,Iowa,50936,$202010.83
559,88,Arkansas,Detroit,Michigan,48258,$229776.87
560,65,Carey,Amarillo,Texas,79171,$366965.58
561,895,Dayton,Spokane,Washington,99205,$263474.81
562,36015,Ramsey,Bethesda,Maryland,20816,$366631.46
563,47199,Center,Salt Lake City,Utah,84135,$69094.13
564,9481,Loomis,Athens,Georgia,30605,$372862.25
565,93,Morningstar,Las Vegas,Nevada,89145,$154346.09
566,5,Helena,Oklahoma City,Oklahoma,73124,$499360.77
567,424,Shelley,Kansas City,Missouri,64101,$64116.93
568,1841,Eastwood,Schenectady,New York,12325,$458607.46
569,3,Starling,Minneapolis,Minnesota,55487,$86658.20
570,662,Cambridge,San Antonio,Texas,78265,$333740.41
571,29270,Carpenter,Houston,Texas,77223,$151037.06
572,015,Corscot,Tampa,Florida,33620,$99451.64
573,8,Atwood,Muncie,Indiana,47306,$229641.29
574,754,Pond,Winter Haven,Florida,33884,$199604.63
575,67897,Novick,Columbus,Georgia,31998,$160978.55
576,13714,Quincy,Dallas,Texas,75323,$448522.45
577,362,Hermina,Vero Beach,Florida,32964,$105844.08
578,147,Hazelcrest,Erie,Pennsylvania,16550,$374517.57
579,9,Golf View,Young America,Minnesota,55564,$191880.10
580,10007,Lukken,Winter Haven,Florida,33884,$333083.50
581,01,Surrey,Washington,District of Columbia,20310,$110298.54
582,35,Memorial,Erie,Pennsylvania,16510,$188724.85
583,45,Macpherson,Clearwater,Florida,34629,$397291.07
584,9,Hovde,Mobile,Alabama,36610,$422224.24
585,38,Moland,Winston Salem,North Carolina,27150,$131595.86
586,52347,Muir,Rochester,New York,14639,$269848.72
587,56,Wayridge,Amarillo,Texas,79116,$276114.59
588,270,Badeau,Washington,District of Columbia,20551,$209215.77
589,21,Ludington,Washington,District of Columbia,20425,$131961.69
590,9,Grayhawk,Abilene,Texas,79699,$312594.50
591,04,Farragut,San Jose,California,95128,$448411.60
592,21,Sullivan,Aurora,Colorado,80015,$289671.04
593,26704,Kings,Nashville,Tennessee,37210,$488916.75
594,77487,Fisk,Aurora,Colorado,80044,$223200.37
595,81212,School,Tyler,Texas,75710,$252233.52
596,63,Dawn,San Antonio,Texas,78278,$198405.41
597,2815,Lawn,Des Moines,Iowa,50347,$470362.13
598,329,Gerald,Columbus,Ohio,43215,$268293.20
599,2881,Mccormick,Monroe,Louisiana,71208,$252288.40
600,83632,New Castle,Philadelphia,Pennsylvania,19093,$403556.11
601,1,Shopko,Pittsburgh,Pennsylvania,15250,$156599.26
602,96060,Lotheville,Charlotte,North Carolina,28235,$498687.14
603,81779,Hoffman,Anchorage,Alaska,99507,$425341.21
604,583,Killdeer,Wilkes Barre,Pennsylvania,18763,$240426.59
605,060,Laurel,Glendale,California,91205,$167247.83
606,2,Mariners Cove,Sacramento,California,94257,$241783.72
607,435,Mifflin,Atlanta,Georgia,30356,$65696.00
608,5,Eastwood,Grand Forks,North Dakota,58207,$154574.38
609,45,Washington,Arlington,Virginia,22217,$91471.73
610,5530,Monument,Las Vegas,Nevada,89178,$99037.38
611,85896,Buhler,Sioux Falls,South Dakota,57198,$395282.24
612,556,Maryland,Missoula,Montana,59806,$98050.29
613,1928,Jenna,Roanoke,Virginia,24020,$276166.75
614,55,Oak,Baltimore,Maryland,21275,$114653.69
615,3910,Atwood,Peoria,Illinois,61605,$327923.07
616,7841,Amoth,New Haven,Connecticut,06520,$335606.89
617,3,Hallows,Norfolk,Virginia,23514,$170114.72
618,4,Thompson,New Orleans,Louisiana,70160,$334454.72
619,4,Muir,Waltham,Massachusetts,02453,$247694.33
620,6441,Charing Cross,Springfield,Illinois,62756,$362791.91
621,581,Summerview,Young America,Minnesota,55564,$300213.03
622,18407,Vera,Baltimore,Maryland,21275,$338392.72
623,83,Schiller,Clearwater,Florida,33758,$97117.28
624,1,Fair Oaks,Shreveport,Louisiana,71161,$491950.04
625,008,Bluestem,Gatesville,Texas,76598,$215521.95
626,40,Sommers,Raleigh,North Carolina,27610,$302314.28
627,07,Talisman,Los Angeles,California,90060,$338940.78
628,46570,Parkside,Washington,District of Columbia,20231,$136003.39
629,60956,Goodland,Charlotte,North Carolina,28210,$99518.36
630,718,Erie,Terre Haute,Indiana,47805,$480142.47
631,6930,Di Loreto,New York City,New York,10099,$63301.86
632,24,Dryden,Louisville,Kentucky,40293,$213559.30
633,924,Scott,Pittsburgh,Pennsylvania,15250,$111196.61
634,6239,Kennedy,Wichita,Kansas,67220,$456257.47
635,842,Brown,Columbus,Ohio,43231,$149167.57
636,698,Wayridge,Corpus Christi,Texas,78405,$335181.92
637,992,Northwestern,Chicago,Illinois,60674,$198303.88
638,46843,Rowland,San Antonio,Texas,78285,$184204.49
639,70,Upham,Kansas City,Missouri,64149,$360565.75
640,5,Twin Pines,Irvine,California,92612,$433117.60
641,5605,Village,Portland,Oregon,97229,$128898.58
642,98481,Grim,New York City,New York,10115,$105518.51
643,3242,Doe Crossing,Richmond,Virginia,23289,$50118.92
644,47,Lukken,Erie,Pennsylvania,16534,$247128.94
645,9,Marcy,Louisville,Kentucky,40233,$107476.13
646,1234,High Crossing,Jacksonville,Florida,32244,$125856.04
647,398,Merchant,Beaverton,Oregon,97075,$480977.37
648,6775,Bluejay,Fairbanks,Alaska,99709,$303251.58
649,429,Lunder,Boston,Massachusetts,02124,$191221.98
650,1782,Graceland,Boulder,Colorado,80305,$390644.29
651,869,Eggendart,Norfolk,Virginia,23514,$375734.02
652,81,Aberg,Buffalo,New York,14215,$182224.45
653,228,Waubesa,Crawfordsville,Indiana,47937,$468605.77
654,4,Canary,Las Vegas,Nevada,89178,$281102.38
655,08,Bultman,Corpus Christi,Texas,78415,$252673.27
656,52,Glacier Hill,Salt Lake City,Utah,84189,$380488.37
657,344,Graedel,Iowa City,Iowa,52245,$319552.29
658,6385,Redwing,Minneapolis,Minnesota,55402,$451921.54
659,16,Lakeland,Saint Cloud,Minnesota,56398,$134989.17
660,5403,Tennessee,San Antonio,Texas,78296,$195303.75
661,1268,Center,Peoria,Illinois,61605,$261042.35
662,832,Spaight,Manassas,Virginia,22111,$275704.32
663,19398,Killdeer,El Paso,Texas,79916,$213063.54
664,77966,Glendale,Atlanta,Georgia,31165,$94907.05
665,05,Glendale,Worcester,Massachusetts,01610,$126110.81
666,05200,Service,Bloomington,Indiana,47405,$127606.93
667,45,Bowman,Brooklyn,New York,11231,$203030.68
668,71,Anniversary,Waco,Texas,76711,$152266.05
669,805,Coleman,New Brunswick,New Jersey,08922,$336743.51
670,1501,Nevada,Birmingham,Alabama,35263,$321196.92
671,41,Artisan,Atlanta,Georgia,30386,$441024.01
672,86,Bellgrove,Buffalo,New York,14233,$359746.39
673,9221,Union,Boynton Beach,Florida,33436,$479373.18
674,842,Oxford,Wilmington,Delaware,19810,$344841.57
675,1860,Dovetail,Charleston,West Virginia,25326,$306730.45
676,2664,Warrior,Washington,District of Columbia,20470,$287395.34
677,94531,8th,San Diego,California,92110,$257734.84
678,9,Russell,Boise,Idaho,83711,$446696.95
679,04,2nd,Fresno,California,93704,$159328.88
680,6,Longview,Denver,Colorado,80291,$85958.56
681,7,Lillian,Dallas,Texas,75216,$237440.54
682,95,Moulton,Monroe,Louisiana,71213,$437605.31
683,143,Stuart,Frederick,Maryland,21705,$465737.37
684,7,Namekagon,Charleston,West Virginia,25362,$266636.84
685,45,Commercial,Virginia Beach,Virginia,23454,$392205.38
686,38,Crownhardt,Jacksonville,Florida,32230,$339904.04
687,5,Katie,Anaheim,California,92825,$299806.78
688,278,Huxley,San Jose,California,95123,$110476.63
689,987,Pond,Watertown,Massachusetts,02472,$67609.09
690,0,Victoria,Atlanta,Georgia,31196,$346197.36
691,3122,Comanche,Buffalo,New York,14263,$351087.19
692,24655,Sheridan,Seattle,Washington,98140,$291092.49
693,7,Sunfield,Los Angeles,California,90094,$145067.08
694,729,Mesta,Los Angeles,California,90010,$174688.22
695,254,Sherman,El Paso,Texas,88553,$147222.36
696,0,5th,Nashville,Tennessee,37205,$61831.51
697,8762,Summer Ridge,Boise,Idaho,83727,$168953.72
698,54,Grover,Helena,Montana,59623,$463255.52
699,6,Larry,San Diego,California,92115,$444862.50
700,1,Canary,Springfield,Ohio,45505,$120754.31
701,9,Bunting,Fort Lauderdale,Florida,33325,$384527.51
702,27336,Red Cloud,Springfield,Illinois,62705,$81870.66
703,99,Summerview,Alexandria,Virginia,22301,$182238.98
704,12,3rd,Denton,Texas,76205,$282709.37
705,387,Killdeer,Dallas,Texas,75277,$146402.30
706,36916,Lawn,Dallas,Texas,75216,$385261.18
707,21,Hollow Ridge,Greensboro,North Carolina,27425,$214619.00
708,1,Grayhawk,Tyler,Texas,75710,$341968.83
709,4776,Melody,Lincoln,Nebraska,68517,$108338.98
710,903,Cambridge,Washington,District of Columbia,20244,$259779.73
711,7,Dottie,Mesa,Arizona,85215,$67377.67
712,8,Sunbrook,Longview,Texas,75605,$385383.65
713,62925,Luster,Levittown,Pennsylvania,19058,$498765.14
714,26765,Clyde Gallagher,Petaluma,California,94975,$296750.05
715,888,John Wall,Dallas,Texas,75260,$351372.63
716,668,Maple,Grand Rapids,Michigan,49505,$134747.27
717,5936,Eastwood,Denver,Colorado,80243,$278006.43
718,30,Jay,Norfolk,Virginia,23504,$92225.22
719,9,Schlimgen,Columbus,Ohio,43240,$417519.86
720,92875,Heath,Minneapolis,Minnesota,55487,$489061.40
721,51,Acker,Baltimore,Maryland,21290,$274812.40
722,778,Miller,Bakersfield,California,93399,$418547.98
723,133,Armistice,Charleston,West Virginia,25305,$497415.30
724,2,Kinsman,Washington,District of Columbia,20073,$104406.65
725,53,Pennsylvania,Cleveland,Ohio,44105,$169091.01
726,22,Walton,Las Vegas,Nevada,89155,$343566.41
727,9366,Lukken,Dayton,Ohio,45440,$236981.03
728,1,Lukken,Washington,District of Columbia,20380,$348540.65
729,7141,Huxley,San Jose,California,95150,$394435.36
730,626,Jay,San Diego,California,92186,$458793.30
731,5147,Bunting,Waco,Texas,76711,$461307.95
732,9,Jackson,Louisville,Kentucky,40225,$441700.44
733,04801,Toban,Sioux Falls,South Dakota,57110,$124346.43
734,4409,Continental,Baltimore,Maryland,21211,$354211.31
735,3,Elgar,Las Vegas,Nevada,89150,$177638.37
736,7,Fallview,Sacramento,California,95833,$395650.44
737,15,Tennyson,Dallas,Texas,75221,$399394.74
738,03326,Summerview,El Paso,Texas,88563,$189892.07
739,6901,Judy,Boise,Idaho,83711,$359572.38
740,7346,Charing Cross,Rockville,Maryland,20851,$417712.11
741,97286,Lillian,New York City,New York,10155,$400907.31
742,373,Golden Leaf,Birmingham,Alabama,35295,$266193.76
743,136,Vahlen,South Bend,Indiana,46634,$192894.00
744,859,Texas,Houston,Texas,77060,$356744.65
745,4,Fallview,Billings,Montana,59112,$307501.55
746,76443,Anniversary,Warren,Michigan,48092,$60267.89
747,24,Anhalt,Louisville,Kentucky,40266,$474188.57
748,18,Chinook,Toledo,Ohio,43605,$340279.95
749,8470,Jenifer,Chicago,Illinois,60691,$453562.45
750,744,Hooker,Rockford,Illinois,61110,$196986.80
751,07,Oriole,Erie,Pennsylvania,16505,$423078.74
752,2507,Mcguire,El Paso,Texas,88525,$320920.83
753,322,Mallard,Johnstown,Pennsylvania,15906,$83969.17
754,1,Kim,Baltimore,Maryland,21281,$266775.34
755,7918,Morning,San Jose,California,95150,$363644.85
756,424,Holy Cross,Irvine,California,92612,$87645.83
757,92565,Mallard,Dayton,Ohio,45414,$311250.62
758,113,Ryan,Fresno,California,93709,$247785.49
759,7,Florence,Louisville,Kentucky,40293,$480046.31
760,47,Bellgrove,Portland,Oregon,97211,$219831.72
761,70,Grim,Orange,California,92668,$398888.32
762,71,Emmet,Topeka,Kansas,66617,$212296.21
763,852,Northport,Beaverton,Oregon,97075,$136359.75
764,1294,Pine View,Springfield,Virginia,22156,$496736.20
765,132,Fisk,South Bend,Indiana,46614,$255255.71
766,56,Chinook,Bronx,New York,10469,$136172.45
767,52085,Burrows,Springfield,Virginia,22156,$116349.34
768,3927,Holmberg,Alexandria,Louisiana,71307,$124273.10
769,442,Sachs,Providence,Rhode Island,02905,$389631.03
770,47913,Starling,Washington,District of Columbia,20299,$359742.05
771,0,Hooker,Saint Paul,Minnesota,55115,$287286.77
772,42,Wayridge,Washington,District of Columbia,20046,$277979.73
773,244,Garrison,Houston,Texas,77030,$238651.38
774,312,Mccormick,Duluth,Georgia,30096,$477950.37
775,29413,Canary,Orlando,Florida,32859,$463350.97
776,0956,6th,Long Beach,California,90810,$348514.93
777,36572,South,Staten Island,New York,10305,$78159.42
778,494,Monument,Roanoke,Virginia,24020,$433453.33
779,5986,Charing Cross,Lima,Ohio,45807,$225846.04
780,2209,Golden Leaf,Huntsville,Alabama,35805,$99291.80
781,141,Hintze,Richmond,Virginia,23203,$423875.94
782,11,Westerfield,Austin,Texas,78710,$123132.22
783,98,Lerdahl,Santa Barbara,California,93150,$483885.16
784,62,Anhalt,Newport News,Virginia,23605,$391683.80
785,8362,Blaine,Waltham,Massachusetts,02453,$193873.93
786,9,West,Fort Wayne,Indiana,46805,$121724.29
787,3,Superior,Tacoma,Washington,98411,$230989.60
788,6150,Walton,New Orleans,Louisiana,70142,$240218.31
789,402,Vidon,Columbus,Ohio,43210,$491086.05
790,11,Springs,Honolulu,Hawaii,96820,$451354.97
791,9,Shelley,Albany,New York,12237,$484876.25
792,2,Harbort,Washington,District of Columbia,20425,$430197.33
793,85,Thierer,Dallas,Texas,75353,$320179.19
794,2,Tennessee,Los Angeles,California,90189,$405790.59
795,60041,Melrose,Trenton,New Jersey,08638,$233434.02
796,2136,Ruskin,Norfolk,Virginia,23551,$146050.94
797,9,Ronald Regan,Memphis,Tennessee,38114,$349261.98
798,44,Veith,Seminole,Florida,34642,$337069.88
799,36,8th,Denver,Colorado,80299,$65105.73
800,9946,Dorton,Columbus,Ohio,43210,$307657.29
801,9265,Armistice,Atlanta,Georgia,30358,$429689.11
802,37,Macpherson,Jacksonville,Florida,32204,$157846.50
803,6779,Esker,Decatur,Illinois,62525,$369833.05
804,6707,Columbus,Los Angeles,California,90030,$260790.48
805,3,Lawn,Melbourne,Florida,32919,$311213.37
806,12,Melrose,Atlanta,Georgia,30351,$125316.68
807,25,Calypso,El Paso,Texas,79977,$286718.44
808,59863,American,Detroit,Michigan,48224,$347106.93
809,15,Center,Oklahoma City,Oklahoma,73124,$146660.17
810,68307,Green,Springfield,Illinois,62705,$338208.12
811,33484,Cambridge,Gadsden,Alabama,35905,$363825.57
812,8397,Marcy,Pasadena,Texas,77505,$253807.34
813,11,Forest Dale,Boise,Idaho,83716,$214738.79
814,3,Northland,Hialeah,Florida,33018,$453814.67
815,7068,Ludington,Washington,District of Columbia,20557,$243218.33
816,9,Shoshone,Orange,California,92867,$305494.70
817,91865,Ohio,Stockton,California,95219,$391413.55
818,6,Transport,Long Beach,California,90831,$59467.68
819,0225,Merrick,Rochester,New York,14609,$286374.43
820,59,Sachs,Kansas City,Missouri,64130,$151485.91
821,018,Vernon,Worcester,Massachusetts,01654,$279500.74
822,8595,Memorial,Fresno,California,93726,$382006.38
823,4922,Barnett,Honolulu,Hawaii,96850,$479128.63
824,40797,Montana,Los Angeles,California,90055,$175945.10
825,0,Alpine,El Paso,Texas,79934,$82955.26
826,889,Holmberg,New Orleans,Louisiana,70142,$454707.20
827,3375,Bay,Lexington,Kentucky,40596,$471346.68
828,88083,Cambridge,Palm Bay,Florida,32909,$106701.33
829,67,Melody,Indianapolis,Indiana,46254,$301372.47
830,9,Acker,Sacramento,California,94273,$375453.61
831,45,Sachs,South Bend,Indiana,46634,$288324.49
832,72898,Hauk,Bronx,New York,10464,$265231.41
833,1597,School,Irvine,California,92717,$104878.01
834,354,Kropf,Harrisburg,Pennsylvania,17140,$139507.25
835,13986,Kinsman,Akron,Ohio,44393,$212658.13
836,9037,Sage,Minneapolis,Minnesota,55441,$295509.08
837,69,Stephen,Bonita Springs,Florida,34135,$336006.70
838,357,Jenifer,Atlanta,Georgia,30358,$397029.68
839,508,Mallory,Los Angeles,California,90071,$120916.12
840,8476,Ilene,Young America,Minnesota,55557,$333743.41
841,435,Rieder,Miami,Florida,33142,$397681.89
842,6666,Dovetail,Newark,Delaware,19725,$455383.68
843,5918,Havey,Bakersfield,California,93399,$420612.31
844,37,Hagan,Saint Petersburg,Florida,33737,$446355.85
845,6,Anniversary,Pensacola,Florida,32520,$477036.53
846,7,Kinsman,Flint,Michigan,48555,$498620.55
847,1806,Dwight,Chattanooga,Tennessee,37416,$219360.77
848,2,Burrows,Dallas,Texas,75265,$457128.31
849,8,Golden Leaf,Maple Plain,Minnesota,55572,$335453.01
850,3,Transport,Youngstown,Ohio,44511,$247981.66
851,64426,Summer Ridge,Corona,California,92883,$404084.40
852,87657,Clarendon,Staten Island,New York,10305,$144978.93
853,8872,Petterle,Long Beach,California,90847,$193097.18
854,108,Milwaukee,Boulder,Colorado,80305,$236899.48
855,246,Orin,Albany,New York,12210,$59009.50
856,16964,Kinsman,Washington,District of Columbia,20409,$171641.59
857,1691,Dwight,Greensboro,North Carolina,27455,$261433.73
858,9,Corry,Tucson,Arizona,85720,$341939.67
859,4056,Green,New York City,New York,10099,$285594.96
860,67055,Hoard,Washington,District of Columbia,56944,$103852.24
861,37170,International,Philadelphia,Pennsylvania,19120,$303771.71
862,6604,Hollow Ridge,Youngstown,Ohio,44555,$264913.60
863,1,Armistice,Biloxi,Mississippi,39534,$99511.29
864,5417,Oak Valley,Fresno,California,93762,$338855.02
865,1,Atwood,Bethesda,Maryland,20892,$68702.92
866,642,Fairfield,Orlando,Florida,32835,$363958.61
867,11,Talmadge,Toledo,Ohio,43656,$402224.26
868,413,Barnett,Whittier,California,90605,$402816.06
869,54818,Loftsgordon,Shawnee Mission,Kansas,66276,$302903.06
870,1,Brentwood,Raleigh,North Carolina,27610,$366129.92
871,70926,Forest,Saint Petersburg,Florida,33742,$126100.27
872,39,Menomonie,Pensacola,Florida,32505,$410884.77
873,0709,Michigan,Young America,Minnesota,55551,$296376.68
874,2437,Vidon,Bonita Springs,Florida,34135,$142221.99
875,186,Clarendon,Wilmington,North Carolina,28410,$123413.22
876,88321,Comanche,Albany,New York,12255,$115107.99
877,9844,Northfield,Boise,Idaho,83722,$332692.06
878,79916,Hanson,Kansas City,Missouri,64144,$230008.15
879,7077,Hagan,Louisville,Kentucky,40266,$312593.55
880,6,Sutteridge,Portland,Oregon,97201,$133674.09
881,51059,Lien,Wilkes Barre,Pennsylvania,18768,$185079.01
882,8,Oakridge,Albany,New York,12262,$431745.46
883,97,Northridge,Albany,New York,12237,$130434.97
884,56177,Almo,Daytona Beach,Florida,32118,$217297.83
885,8378,Clove,Buffalo,New York,14220,$286655.81
886,742,Lakewood Gardens,Dayton,Ohio,45414,$377945.03
887,994,Monument,Charleston,South Carolina,29403,$397183.63
888,07644,Beilfuss,Birmingham,Alabama,35285,$200295.88
889,7983,Burrows,Washington,District of Columbia,20525,$238446.26
890,8,Evergreen,Oklahoma City,Oklahoma,73179,$188201.02
891,565,Village,Spring,Texas,77388,$113181.06
892,021,Thompson,Valdosta,Georgia,31605,$411208.03
893,9745,Declaration,El Paso,Texas,88558,$271529.34
894,19589,Miller,Washington,District of Columbia,20205,$495435.87
895,060,Warner,Boston,Massachusetts,02124,$101707.24
896,78,Rowland,San Jose,California,95194,$53786.46
897,26,Kinsman,Anderson,Indiana,46015,$286725.47
898,7128,Larry,Seattle,Washington,98133,$197973.11
899,948,Service,Saint Paul,Minnesota,55146,$212338.85
900,1,Service,Lexington,Kentucky,40591,$301811.20
901,5816,Elka,Boise,Idaho,83727,$260086.78
902,4,Vermont,Gastonia,North Carolina,28055,$406231.74
903,317,Bultman,Monroe,Louisiana,71208,$226189.36
904,93834,Quincy,Kansas City,Missouri,64193,$311931.99
905,40,Hazelcrest,Scranton,Pennsylvania,18514,$387925.77
906,38,Loeprich,Lake Worth,Florida,33467,$433900.53
907,925,Gale,Fort Pierce,Florida,34981,$481498.93
908,7716,Sullivan,Sioux Falls,South Dakota,57188,$298510.44
909,5877,Holy Cross,Austin,Texas,78737,$268501.90
910,67,Meadow Vale,Boca Raton,Florida,33499,$498087.28
911,075,Caliangt,Wilmington,Delaware,19810,$384122.54
912,7,Evergreen,Colorado Springs,Colorado,80910,$119549.73
913,6682,Debs,Madison,Wisconsin,53710,$420121.06
914,7690,Almo,Pasadena,California,91186,$194394.76
915,7,Di Loreto,Fayetteville,North Carolina,28314,$147958.97
916,91531,Brown,Portland,Oregon,97216,$74151.71
917,0,Kenwood,Hayward,California,94544,$143286.01
918,5712,Elka,Jamaica,New York,11499,$432994.26
919,142,Towne,Charlotte,North Carolina,28220,$84981.12
920,3756,Golf Course,San Jose,California,95194,$75323.47
921,58887,Carpenter,Houston,Texas,77293,$108320.10
922,68094,Butternut,Naperville,Illinois,60567,$146155.72
923,557,Grasskamp,Des Moines,Iowa,50310,$246451.13
924,95470,Twin Pines,Mesa,Arizona,85215,$377316.67
925,05710,Washington,Spring Hill,Florida,34611,$207173.93
926,59,Forest,Jamaica,New York,11407,$329030.10
927,4640,Magdeline,Pasadena,California,91103,$471575.59
928,28,Autumn Leaf,Macon,Georgia,31205,$329556.19
929,597,Eastwood,Berkeley,California,94705,$65171.29
930,05,Tony,Chico,California,95973,$409590.41
931,7,Milwaukee,Seattle,Washington,98104,$464641.06
932,045,Victoria,Sacramento,California,95894,$69179.15
933,616,Granby,New York City,New York,10034,$371459.93
934,683,Butterfield,Indianapolis,Indiana,46216,$79038.33
935,1,Caliangt,Delray Beach,Florida,33448,$130107.74
936,5,Myrtle,Aurora,Illinois,60505,$206804.09
937,6,Barnett,Phoenix,Arizona,85062,$109812.02
938,0,Hanover,Fort Wayne,Indiana,46805,$377116.73
939,803,Chive,New Orleans,Louisiana,70187,$91632.83
940,2,Grasskamp,Oklahoma City,Oklahoma,73157,$490458.08
941,0854,Southridge,Raleigh,North Carolina,27635,$368795.10
942,307,Karstens,Metairie,Louisiana,70005,$431370.64
943,147,Atwood,Newport News,Virginia,23605,$260766.78
944,46368,Anhalt,San Francisco,California,94169,$481782.00
945,7,Twin Pines,Richmond,Virginia,23203,$66063.81
946,4270,Green Ridge,Mountain View,California,94042,$137926.09
947,8215,Little Fleur,Arlington,Virginia,22234,$230647.79
948,2719,Moose,Birmingham,Alabama,35225,$493260.88
949,9,Quincy,San Jose,California,95155,$428548.57
950,69,Larry,Atlanta,Georgia,30336,$224254.58
951,39,Nancy,Houston,Texas,77218,$289336.85
952,1389,Morrow,Charlotte,North Carolina,28205,$147801.95
953,04554,Algoma,Nashville,Tennessee,37235,$464568.61
954,051,Harbort,Baltimore,Maryland,21282,$200269.64
955,904,Erie,El Paso,Texas,88541,$357237.29
956,2391,Basil,Austin,Texas,78737,$345550.76
957,1,Bonner,Phoenix,Arizona,85040,$276184.58
958,646,Oneill,Oklahoma City,Oklahoma,73124,$424894.99
959,908,Buena Vista,Birmingham,Alabama,35295,$345268.68
960,0070,Lake View,Lubbock,Texas,79452,$342314.48
961,1,Schiller,Chicago,Illinois,60614,$267976.70
