id,number,street,city,state,postalCode,price
483,5538,Tony,Idaho Falls,Idaho,83405,$406084.75
484,7555,Buena Vista,Baltimore,Maryland,21290,$174865.27
485,56849,Schiller,San Jose,California,95138,$143505.38
486,7,Anderson,Peoria,Illinois,61640,$106753.91
487,33371,Portage,Las Vegas,Nevada,89135,$130798.72
488,511,Village Green,Sacramento,California,94297,$74435.05
489,45189,Di Loreto,Houston,Texas,77005,$62640.03
490,73,Parkside,Des Moines,Iowa,50369,$388499.88
491,47,Memorial,Milwaukee,Wisconsin,53225,$99613.38
492,29482,Hoffman,Troy,Michigan,48098,$316237.78
493,3866,Columbus,Lexington,Kentucky,40546,$300225.66
494,65,Anzinger,Hattiesburg,Mississippi,39404,$497104.94
495,4606,Lakewood Gardens,Pasadena,California,91103,$484624.00
496,2875,Jana,Atlanta,Georgia,30336,$429378.29
497,17105,Loomis,Corona,California,92878,$337407.44
498,66,Moulton,Los Angeles,California,90040,$389034.87
499,358,Esker,Oklahoma City,Oklahoma,73135,$369739.33
500,54106,Schmedeman,Tulsa,Oklahoma,74126,$472941.12
501,70760,Maple Wood,Hagerstown,Maryland,21747,$431711.80
502,733,Moland,Young America,Minnesota,55557,$225753.61
503,9640,Sheridan,Charlotte,North Carolina,28230,$282098.22
504,480,Buell,Salt Lake City,Utah,84130,$158880.14
505,00009,American,Jacksonville,Florida,32215,$161400.34
506,234,Nobel,Ridgely,Maryland,21684,$373796.56
507,4,Red Cloud,Dayton,Ohio,45414,$82249.08
508,904,Meadow Valley,Louisville,Kentucky,40256,$55388.23
509,698,Tennessee,Nashville,Tennessee,37250,$398681.84
510,28,Beilfuss,Scranton,Pennsylvania,18514,$282137.86
511,09298,Garrison,Rockford,Illinois,61110,$498266.47
512,12678,Ilene,Indianapolis,Indiana,46202,$277542.23
513,3434,Ridgeview,Topeka,Kansas,66617,$190647.86
514,14016,Maryland,Toledo,Ohio,43699,$448403.00
515,182,Katie,Saint Cloud,Minnesota,56398,$283324.86
516,65,American,Fort Wayne,Indiana,46896,$492345.41
517,65218,Sundown,Seattle,Washington,98185,$224574.34
518,803,Sachtjen,Washington,District of Columbia,20525,$96995.00
519,5541,Maryland,Naples,Florida,33963,$141814.26
520,20735,Manitowish,Houston,Texas,77050,$485870.09
521,719,Bobwhite,Los Angeles,California,90189,$69162.82
522,86,1st,Houston,Texas,77085,$426777.96
523,192,Monica,Huntington,West Virginia,25709,$168137.22
524,2677,Bayside,Cedar Rapids,Iowa,52405,$288476.03
525,55,Rigney,East Saint Louis,Illinois,62205,$446459.42
526,08525,Bowman,Houston,Texas,77050,$168241.35
527,77,Dovetail,Birmingham,Alabama,35205,$92914.10
528,2,Del Mar,Grand Rapids,Michigan,49560,$142536.04
529,8,Saint Paul,Saint Paul,Minnesota,55166,$234266.40
530,4029,Kipling,Lansing,Michigan,48912,$128081.19
531,987,West,Dallas,Texas,75342,$439777.60
532,8,Algoma,Minneapolis,Minnesota,55470,$423940.37
533,505,Melody,Sacramento,California,94286,$376523.33
534,3670,Pleasure,Santa Monica,California,90410,$438459.02
535,620,8th,Arlington,Virginia,22234,$437776.42
536,7,Karstens,Elizabeth,New Jersey,07208,$207984.07
537,2541,Tony,Clearwater,Florida,33758,$188314.22
538,64996,Canary,Cincinnati,Ohio,45213,$249948.35
539,6,Service,Naples,Florida,33963,$192966.24
540,2,Westend,Aurora,Colorado,80045,$325417.17
541,4,Derek,Farmington,Michigan,48335,$368710.19
542,29907,Garrison,Trenton,New Jersey,08608,$466588.30
543,70,Holy Cross,Washington,District of Columbia,20370,$333067.37
544,2050,Caliangt,Marietta,Georgia,30066,$114335.51
545,5,Messerschmidt,Fargo,North Dakota,58106,$311741.55
546,6738,Mayer,Denver,Colorado,80255,$349881.95
547,5,Nelson,Carson City,Nevada,89714,$210300.74
548,32787,Hagan,Racine,Wisconsin,53405,$263762.98
549,7098,Main,Chula Vista,California,91913,$65708.05
550,6025,Brickson Park,Mesa,Arizona,85205,$285217.61
551,5,Northland,Washington,District of Columbia,20062,$392803.71
552,706,Riverside,Clearwater,Florida,34620,$148561.67
553,105,Washington,Kansas City,Missouri,64149,$163920.66
554,00712,8th,San Antonio,Texas,78230,$268341.82
555,243,Independence,Albany,New York,12242,$94338.20
556,94,Barnett,Erie,Pennsylvania,16550,$166095.00
557,35,Gina,Arlington,Virginia,22205,$93900.19
558,0,Valley Edge,London,Kentucky,40745,$278178.49
559,1,Troy,Hattiesburg,Mississippi,39404,$342841.26
560,3724,Grover,Detroit,Michigan,48267,$189707.41
561,485,Myrtle,Scottsdale,Arizona,85260,$256388.38
562,3,Stoughton,Baton Rouge,Louisiana,70826,$480532.41
563,328,Clyde Gallagher,Berkeley,California,94712,$300888.85
564,31,Ohio,San Jose,California,95118,$486928.19
565,38,Macpherson,Youngstown,Ohio,44511,$408265.06
566,8248,Loomis,Lake Charles,Louisiana,70616,$69308.62
567,55168,Cardinal,Metairie,Louisiana,70033,$300509.36
568,8013,Prairieview,Bismarck,North Dakota,58505,$255033.15
569,886,Maywood,Baton Rouge,Louisiana,70836,$373483.08
570,3,Mifflin,Alpharetta,Georgia,30022,$374542.59
571,66,Schiller,Kalamazoo,Michigan,49048,$247818.43
572,01,Jenna,Denver,Colorado,80291,$166658.59
573,474,Bayside,Lansing,Michigan,48930,$209495.04
574,8,Thompson,Pittsburgh,Pennsylvania,15205,$124837.89
575,87048,Rieder,Daytona Beach,Florida,32128,$368412.52
576,5817,Almo,Memphis,Tennessee,38161,$422484.68
577,78,Thompson,Manchester,New Hampshire,03105,$390430.74
578,9,Bartelt,Atlanta,Georgia,30328,$186406.37
579,03650,Clove,Warren,Michigan,48092,$369403.33
580,4158,Gulseth,Madison,Wisconsin,53726,$334420.59
581,90410,Darwin,Miami,Florida,33111,$413615.27
582,92983,Transport,Pueblo,Colorado,81005,$76717.21
583,090,Scott,Gainesville,Georgia,30506,$451247.71
584,58553,South,Fort Wayne,Indiana,46862,$217060.10
585,06,Service,Abilene,Texas,79699,$79343.71
586,9,Buhler,Houston,Texas,77299,$107256.10
587,88043,Monterey,Denver,Colorado,80255,$407452.05
588,702,Shelley,Madison,Wisconsin,53790,$362666.86
589,8912,Weeping Birch,Baton Rouge,Louisiana,70805,$224199.19
590,675,Iowa,Los Angeles,California,90015,$332641.37
591,396,Montana,Wichita,Kansas,67210,$91113.82
592,3,Havey,Ann Arbor,Michigan,48107,$430404.15
593,3678,Gale,Brooksville,Florida,34605,$237403.57
594,50338,Amoth,Winston Salem,North Carolina,27116,$54072.89
595,7607,Elmside,Salt Lake City,Utah,84135,$340403.94
596,8208,Victoria,Akron,Ohio,44393,$214067.77
597,3,New Castle,Madison,Wisconsin,53716,$59865.87
598,42570,Dakota,Palatine,Illinois,60078,$280047.21
599,2937,Bonner,Littleton,Colorado,80126,$69960.73
600,9949,Kipling,Youngstown,Ohio,44511,$244095.93
601,71,Cardinal,Fairbanks,Alaska,99790,$162590.86
602,3057,Mosinee,Fort Worth,Texas,76192,$471385.84
603,635,4th,Springfield,Missouri,65898,$411337.77
604,115,Mallard,Washington,District of Columbia,20051,$272541.78
605,667,Dwight,Fredericksburg,Virginia,22405,$352116.97
606,566,Oneill,Jackson,Mississippi,39210,$71479.82
607,9,Gina,Littleton,Colorado,80127,$283486.74
608,177,Annamark,Tacoma,Washington,98417,$366703.76
609,794,Sugar,Houston,Texas,77080,$214158.56
610,34,Prairieview,Athens,Georgia,30610,$103429.71
611,9906,Mcbride,Edmond,Oklahoma,73034,$150152.53
612,6,Norway Maple,Tucson,Arizona,85754,$314603.88
613,8873,Katie,San Diego,California,92196,$172916.19
614,09,Almo,Stockton,California,95210,$165604.23
615,80633,Park Meadow,Norfolk,Virginia,23551,$326763.95
616,15332,Summerview,Sandy,Utah,84093,$425177.28
617,0413,Heffernan,Washington,District of Columbia,20022,$119399.91
618,01451,Dawn,Las Vegas,Nevada,89166,$75822.64
619,8,Tennessee,Reston,Virginia,20195,$472719.79
620,3977,School,Fort Lauderdale,Florida,33310,$388603.97
621,07,Springs,San Bernardino,California,92424,$246851.46
622,82978,Pleasure,Bethesda,Maryland,20892,$130614.45
623,39,Prairieview,Sioux City,Iowa,51105,$152054.27
624,25,Fremont,Chicago,Illinois,60604,$476815.50
625,2610,Dennis,Omaha,Nebraska,68117,$488419.54
626,169,Parkside,Springfield,Illinois,62723,$478243.53
627,1,Bobwhite,Portland,Oregon,97221,$327577.80
628,7703,Melody,Detroit,Michigan,48217,$145488.67
629,51139,Sherman,Houston,Texas,77299,$402599.92
630,842,School,Wichita,Kansas,67236,$320568.12
631,911,Bashford,Chattanooga,Tennessee,37450,$486333.67
632,7239,Thierer,Albany,New York,12237,$184720.61
633,6451,Arizona,Fairfax,Virginia,22036,$352120.98
634,16247,Esch,Memphis,Tennessee,38136,$300848.69
635,640,Monica,Charleston,West Virginia,25362,$250242.89
636,8,Mccormick,San Jose,California,95194,$59381.12
637,2,Mccormick,College Station,Texas,77844,$412441.25
638,462,Darwin,Sacramento,California,94237,$392848.79
639,01,Stang,Palmdale,California,93591,$434388.32
640,3,Jay,Lincoln,Nebraska,68517,$251471.73
641,86059,Arrowood,Nashville,Tennessee,37235,$341699.51
642,92,Forest,Ashburn,Virginia,22093,$463968.32
643,7,Golf,Canton,Ohio,44705,$375809.75
644,4,Mifflin,Lubbock,Texas,79415,$164368.73
645,548,Forster,Saint Louis,Missouri,63104,$70620.26
646,8584,Bowman,Anaheim,California,92805,$82564.13
647,29991,Parkside,Saint Louis,Missouri,63180,$320232.03
648,361,Glacier Hill,Seattle,Washington,98185,$94555.12
649,2,Pepper Wood,Des Moines,Iowa,50981,$405775.59
650,217,Arrowood,New Orleans,Louisiana,70179,$297004.41
651,0175,Roxbury,Miami,Florida,33233,$324769.24
652,29,Utah,Rochester,New York,14604,$89241.26
653,17367,Vernon,Fort Worth,Texas,76147,$378396.43
654,46804,Schmedeman,Simi Valley,California,93094,$136197.56
655,064,Mayer,Minneapolis,Minnesota,55441,$242610.33
656,7706,Dryden,Salt Lake City,Utah,84140,$147174.23
657,7565,Melvin,Roanoke,Virginia,24004,$327900.81
658,288,Thackeray,South Bend,Indiana,46620,$327062.90
659,8,Gerald,Chicago,Illinois,60674,$464625.34
660,8899,Garrison,East Saint Louis,Illinois,62205,$166105.61
661,12,Pond,Valdosta,Georgia,31605,$366237.67
662,5,Hayes,Carol Stream,Illinois,60158,$190262.20
663,235,Debs,Springfield,Illinois,62723,$174691.02
664,5,Sutherland,Washington,District of Columbia,20036,$313387.54
665,4,Oxford,Philadelphia,Pennsylvania,19151,$315083.68
666,5837,Colorado,New Castle,Pennsylvania,16107,$474316.68
667,5,Randy,Fort Lauderdale,Florida,33330,$231690.10
668,475,Hermina,Norfolk,Virginia,23551,$356788.61
669,33,Summerview,San Antonio,Texas,78215,$132246.67
670,54,Sullivan,El Paso,Texas,88569,$163274.99
671,79515,Lunder,San Antonio,Texas,78265,$107864.55
672,04,Stone Corner,Oklahoma City,Oklahoma,73190,$206217.84
673,700,Badeau,Detroit,Michigan,48232,$373939.18
674,317,Lillian,New York City,New York,10029,$150022.40
675,23,5th,Denton,Texas,76210,$472955.12
676,95,Utah,Vancouver,Washington,98664,$106871.83
677,396,Blue Bill Park,Washington,District of Columbia,20226,$101212.30
678,9026,Kensington,Huntington,West Virginia,25721,$320787.95
679,058,Saint Paul,Orlando,Florida,32885,$212272.73
680,6,Dayton,Philadelphia,Pennsylvania,19131,$289584.56
681,5,Duke,San Francisco,California,94164,$175773.74
682,4,Hintze,Cleveland,Ohio,44191,$138811.35
683,7717,Ridge Oak,Utica,New York,13505,$348055.35
684,796,Vernon,White Plains,New York,10606,$151797.97
685,64615,Pearson,Shawnee Mission,Kansas,66276,$72992.52
686,57,Waxwing,Houston,Texas,77228,$335670.83
687,4133,Carioca,Young America,Minnesota,55557,$153507.53
688,15,Ridge Oak,Albany,New York,12222,$146131.20
689,77872,Meadow Valley,New York City,New York,10004,$475639.60
690,0,Coleman,Oklahoma City,Oklahoma,73114,$207171.08
691,7,Thierer,Orlando,Florida,32819,$217541.49
692,0,Prairieview,Levittown,Pennsylvania,19058,$425762.40
693,031,Jenna,Cleveland,Ohio,44197,$171080.28
694,8,Tony,Lansing,Michigan,48956,$350819.53
695,3,Grim,Austin,Texas,78778,$56762.33
696,32368,Maryland,Watertown,Massachusetts,02472,$223721.60
697,3694,Springs,Pueblo,Colorado,81015,$115934.79
698,162,Crescent Oaks,Saint Louis,Missouri,63196,$389516.33
699,5057,Ramsey,Baton Rouge,Louisiana,70815,$465945.42
700,28,Towne,Washington,District of Columbia,56944,$419079.20
701,37253,Maywood,Norfolk,Virginia,23514,$140411.91
702,6,Twin Pines,Baltimore,Maryland,21239,$67689.32
703,4,Tony,Norfolk,Virginia,23551,$165844.25
704,1376,Jana,Birmingham,Alabama,35225,$82917.02
705,81,Grover,Lynchburg,Virginia,24515,$130060.88
706,95556,Hoepker,Jamaica,New York,11447,$194838.72
707,20829,Wayridge,Peoria,Illinois,61605,$417321.76
708,280,Gulseth,Boston,Massachusetts,02114,$157528.79
709,24,Heffernan,Montgomery,Alabama,36114,$228615.73
710,71795,Anniversary,Brooklyn,New York,11236,$96633.08
711,1021,Service,Huntsville,Alabama,35810,$170119.67
712,5983,Lillian,Indianapolis,Indiana,46226,$499575.96
713,4949,Farmco,New Castle,Pennsylvania,16107,$463929.28
714,290,Lotheville,Richmond,Virginia,23260,$53299.07
715,6126,Schiller,Corpus Christi,Texas,78410,$343145.86
716,9,Kinsman,Norfolk,Virginia,23520,$351019.71
717,6,Garrison,Washington,District of Columbia,20299,$322096.26
718,7,Bartelt,Gainesville,Florida,32610,$466625.12
719,9,Oak,Charlotte,North Carolina,28272,$179314.07
720,060,Cambridge,Boulder,Colorado,80305,$197585.88
721,7,Oak,Fort Worth,Texas,76162,$499082.94
722,9,Melvin,Suffolk,Virginia,23436,$165690.12
723,4717,Walton,Oklahoma City,Oklahoma,73179,$132906.29
724,38,Kedzie,Colorado Springs,Colorado,80925,$145683.18
725,12190,Stang,Philadelphia,Pennsylvania,19115,$183587.81
726,5903,Marcy,Columbus,Ohio,43226,$238936.54
727,85,Di Loreto,Montgomery,Alabama,36109,$382519.06
728,337,Burning Wood,Flint,Michigan,48555,$312710.65
729,423,Commercial,Columbus,Georgia,31998,$307966.38
730,4773,Mcguire,Tuscaloosa,Alabama,35405,$352220.82
731,671,Londonderry,Miami,Florida,33124,$443164.37
732,1,Meadow Vale,Mobile,Alabama,36670,$454101.57
733,96354,Village Green,New York City,New York,10019,$486506.17
734,1,Quincy,Gatesville,Texas,76598,$179017.59
735,46929,4th,Lexington,Kentucky,40546,$475169.43
736,0,Blaine,Manchester,New Hampshire,03105,$342645.17
737,0138,Derek,Nashville,Tennessee,37210,$226673.87
738,81616,Johnson,Louisville,Kentucky,40220,$121494.91
739,160,Burning Wood,Pasadena,California,91117,$487640.27
740,3,Veith,Bakersfield,California,93305,$285124.10
741,54165,Grasskamp,Mobile,Alabama,36605,$218380.67
742,0,Crownhardt,Saint Petersburg,Florida,33715,$330033.87
743,7,Toban,Merrifield,Virginia,22119,$139937.67
744,82243,Grasskamp,Louisville,Kentucky,40210,$412806.95
745,3,Duke,San Antonio,Texas,78278,$60679.74
746,87,Starling,Ogden,Utah,84409,$81566.74
747,4882,Shoshone,Jacksonville,Florida,32215,$463045.44
748,3267,Lawn,Vero Beach,Florida,32964,$146726.03
749,0717,Everett,Sacramento,California,95823,$256973.40
750,7718,Pond,Lubbock,Texas,79410,$280390.06
751,11,Fulton,New York City,New York,10165,$225102.41
752,71,Kipling,San Angelo,Texas,76905,$324003.42
753,563,Luster,Kansas City,Missouri,64144,$50778.48
754,195,Spenser,New York City,New York,10155,$360996.48
755,9,Riverside,Oklahoma City,Oklahoma,73119,$457049.87
756,02,Bluestem,Seattle,Washington,98158,$468917.84
757,1,Northwestern,Santa Fe,New Mexico,87505,$126245.97
758,9,Roth,Baton Rouge,Louisiana,70826,$482565.14
759,27,Ramsey,Naples,Florida,34108,$86124.84
760,3,Morrow,Boise,Idaho,83711,$184050.77
761,812,Hudson,Rochester,New York,14639,$100204.61
762,055,Victoria,Roanoke,Virginia,24014,$453447.33
763,9419,Barby,Marietta,Georgia,30061,$277753.36
764,85218,Monument,El Paso,Texas,79968,$359074.13
765,91616,Kings,Irving,Texas,75037,$236739.37
766,64157,Schlimgen,Portsmouth,New Hampshire,03804,$320509.67
767,74594,Russell,Sioux City,Iowa,51110,$325344.02
768,12712,Lakeland,Miami,Florida,33158,$306169.70
769,8651,Lakewood,Brockton,Massachusetts,02405,$380788.91
770,7,2nd,Miami,Florida,33158,$377441.90
771,57,Commercial,Springfield,Illinois,62764,$199848.97
772,8757,Calypso,West Palm Beach,Florida,33405,$317816.22
773,6718,Parkside,Kansas City,Missouri,64160,$61582.85
774,4305,Lindbergh,Chicago,Illinois,60652,$293413.01
775,81,Pankratz,El Paso,Texas,79928,$202479.76
776,254,Kim,Tacoma,Washington,98411,$198779.73
777,6,Reinke,Honolulu,Hawaii,96805,$246551.56
778,30,Fairfield,Reno,Nevada,89595,$106562.52
779,8,American Ash,Fort Lauderdale,Florida,33330,$312860.76
780,72177,Mesta,Chicago,Illinois,60604,$315202.98
781,0549,Bashford,El Paso,Texas,79945,$291618.27
782,39885,Loftsgordon,Flint,Michigan,48555,$276147.53
783,8654,Jenifer,Irving,Texas,75037,$93779.28
784,53968,Glacier Hill,Indianapolis,Indiana,46221,$212913.36
785,2,Debs,Hartford,Connecticut,06152,$162858.29
786,4,Meadow Vale,Vero Beach,Florida,32964,$198870.46
787,5102,Butternut,San Antonio,Texas,78285,$320101.91
788,58328,Norway Maple,Dallas,Texas,75210,$295916.77
789,368,Rigney,Carlsbad,California,92013,$245814.10
790,005,Coleman,Gastonia,North Carolina,28055,$100788.24
791,038,Lillian,Clearwater,Florida,34615,$326182.62
792,08599,Donald,Pinellas Park,Florida,34665,$52035.34
793,10,Clarendon,Albuquerque,New Mexico,87140,$130443.91
794,3301,Amoth,Jamaica,New York,11407,$402217.56
795,60106,Gerald,Raleigh,North Carolina,27635,$296747.67
796,1,Claremont,Cleveland,Ohio,44125,$434799.18
797,07,Nevada,Dayton,Ohio,45470,$492686.60
798,44139,Gulseth,Fort Worth,Texas,76192,$58215.67
799,4,Forest,Pittsburgh,Pennsylvania,15220,$448254.26
800,09,Hauk,Roanoke,Virginia,24004,$383921.21
801,2,Cottonwood,Columbia,Missouri,65218,$134177.96
802,703,Butternut,Chicago,Illinois,60619,$239970.58
803,8,Hallows,Baltimore,Maryland,21282,$391703.63
804,315,Grasskamp,Indianapolis,Indiana,46226,$393081.09
805,1342,Ridge Oak,Pittsburgh,Pennsylvania,15286,$318826.91
806,32,Main,Lincoln,Nebraska,68524,$276620.51
807,39853,Farwell,Detroit,Michigan,48211,$77762.74
808,5922,Lotheville,Bethlehem,Pennsylvania,18018,$73621.78
809,821,Judy,Washington,District of Columbia,20299,$83469.65
810,5,Thierer,Jackson,Mississippi,39236,$289663.63
811,9723,Buell,Naples,Florida,33963,$122187.43
812,22,Kipling,Chicago,Illinois,60604,$286356.78
813,936,Daystar,Inglewood,California,90398,$432633.62
814,79853,Scoville,San Antonio,Texas,78245,$434893.46
815,3,Monterey,Arlington,Texas,76004,$246297.44
816,6970,Colorado,Seattle,Washington,98121,$278633.52
817,8,Portage,Evanston,Illinois,60208,$197911.33
818,62,Charing Cross,Wichita,Kansas,67260,$430342.97
819,626,Bluejay,Amarillo,Texas,79176,$53076.92
820,62208,Donald,Naples,Florida,34114,$50401.03
821,2,Sullivan,Amarillo,Texas,79188,$314970.14
822,209,Anderson,Erie,Pennsylvania,16534,$51229.55
823,16697,Springs,Monticello,Minnesota,55590,$124215.85
824,98586,Oak Valley,Pensacola,Florida,32520,$377412.17
825,23,Rowland,Memphis,Tennessee,38119,$469273.74
826,2422,Dryden,San Jose,California,95108,$223397.60
827,60013,Donald,Hampton,Virginia,23663,$279459.86
828,2683,Express,Washington,District of Columbia,20205,$483138.65
829,164,Havey,Elmira,New York,14905,$229165.04
830,2,Hanover,Indianapolis,Indiana,46266,$366503.56
831,451,Maryland,Fort Wayne,Indiana,46896,$355217.09
832,16,Katie,Trenton,New Jersey,08603,$359855.58
833,482,Oneill,Saint Paul,Minnesota,55114,$430903.95
834,8,Debs,Aurora,Colorado,80045,$182165.72
835,6,Hanover,Boston,Massachusetts,02216,$240317.25
836,7,Birchwood,Scottsdale,Arizona,85271,$476989.54
837,63,West,Fayetteville,North Carolina,28314,$378889.66
838,7,Larry,Phoenix,Arizona,85062,$84214.39
839,76,Prairie Rose,Columbus,Ohio,43204,$135787.41
840,67,Pawling,El Paso,Texas,88541,$238180.93
841,95558,Anthes,Houston,Texas,77010,$221763.69
842,1898,Canary,Missoula,Montana,59806,$465514.62
843,04910,Vermont,Tucson,Arizona,85743,$167289.28
844,47671,Hermina,Gainesville,Florida,32605,$244012.70
845,98551,Killdeer,Sacramento,California,94273,$393279.06
846,86308,Miller,Erie,Pennsylvania,16510,$363890.36
847,0938,Fair Oaks,Decatur,Georgia,30033,$162037.57
848,90281,Sunfield,Battle Creek,Michigan,49018,$203332.23
849,4,Boyd,Dallas,Texas,75387,$185754.17
850,2,Lawn,Juneau,Alaska,99812,$197863.64
851,3,Londonderry,Brockton,Massachusetts,02405,$115303.37
852,31,Duke,New York City,New York,10165,$495301.05
853,0969,Butterfield,San Jose,California,95138,$127375.99
854,782,Elgar,Sacramento,California,94273,$268185.36
855,8,Shasta,Rockford,Illinois,61110,$455939.85
856,2,Armistice,Mount Vernon,New York,10557,$436520.65
857,13,Pleasure,Washington,District of Columbia,20220,$485044.18
858,2,Barby,Las Vegas,Nevada,89145,$51205.26
859,376,Hansons,Canton,Ohio,44705,$275846.18
860,6655,Brentwood,York,Pennsylvania,17405,$109389.02
861,51423,Bashford,Littleton,Colorado,80126,$61003.54
862,6441,Warner,Charleston,South Carolina,29403,$418117.07
863,0,Dottie,Saint Petersburg,Florida,33710,$155346.08
864,3,Nevada,New York City,New York,10155,$211586.75
865,9020,Summit,Henderson,Nevada,89012,$169603.76
866,375,Kenwood,Pittsburgh,Pennsylvania,15266,$491739.63
867,4577,Merry,Washington,District of Columbia,20041,$188564.09
868,5,Butterfield,Savannah,Georgia,31422,$387256.52
869,8012,Reinke,El Paso,Texas,79928,$196734.63
870,24,Shelley,Iowa City,Iowa,52245,$172813.79
871,770,Lukken,Danbury,Connecticut,06816,$129580.56
872,4096,Graedel,San Diego,California,92153,$205621.54
873,64764,3rd,Rochester,New York,14683,$132689.47
874,786,Warbler,Raleigh,North Carolina,27605,$329345.32
875,34,Amoth,Atlanta,Georgia,30336,$256197.35
876,5,Rigney,Danbury,Connecticut,06816,$498696.94
877,744,Eagle Crest,Beaumont,Texas,77705,$190866.14
878,28,Almo,Largo,Florida,33777,$62396.29
879,6,Nelson,Las Vegas,Nevada,89178,$125561.18
880,47,Cottonwood,Waco,Texas,76711,$107052.11
881,1114,Helena,Philadelphia,Pennsylvania,19136,$161929.22
882,84,Clyde Gallagher,Oklahoma City,Oklahoma,73173,$477759.09
883,12,Crescent Oaks,Whittier,California,90605,$200476.53
884,6847,Sloan,Tallahassee,Florida,32314,$274925.11
885,625,Hovde,Hartford,Connecticut,06140,$359472.44
886,0309,Del Mar,Milwaukee,Wisconsin,53263,$453497.53
887,37,Saint Paul,Daytona Beach,Florida,32123,$93469.78
888,533,Northland,Chula Vista,California,91913,$137348.58
889,3358,Lillian,Fort Lauderdale,Florida,33305,$279514.39
890,54,Claremont,Miami,Florida,33185,$418046.76
891,76037,Park Meadow,San Francisco,California,94132,$493938.63
892,44,Heffernan,Amarillo,Texas,79105,$431338.50
893,95339,Carioca,Saint Louis,Missouri,63104,$358302.91
894,65,Erie,New Orleans,Louisiana,70116,$120388.45
895,52481,Waywood,Chicago,Illinois,60619,$393550.36
896,99406,Kedzie,West Hartford,Connecticut,06127,$395723.91
897,46691,Declaration,Hollywood,Florida,33023,$198438.68
898,124,Ohio,Tucson,Arizona,85725,$481225.03
899,26055,Lunder,Miami,Florida,33261,$450239.93
900,41011,Dryden,Charleston,South Carolina,29411,$338566.21
901,01331,Farwell,Huntsville,Alabama,35810,$367835.71
902,3534,Browning,Tulsa,Oklahoma,74126,$122573.93
903,4987,Hauk,Albany,New York,12227,$81975.59
904,2917,Village Green,Omaha,Nebraska,68197,$474495.05
905,29761,Merrick,Vienna,Virginia,22184,$367871.98
906,6514,Lukken,Green Bay,Wisconsin,54313,$283291.83
907,91,Center,Knoxville,Tennessee,37931,$122152.33
908,81,Surrey,Cleveland,Ohio,44125,$497362.01
909,23703,Leroy,Chicago,Illinois,60646,$129053.13
910,17330,Doe Crossing,Dearborn,Michigan,48126,$478436.20
911,8224,Fallview,Baltimore,Maryland,21275,$194198.47
912,83,Clarendon,Denver,Colorado,80217,$407617.43
913,4402,Nobel,Dallas,Texas,75216,$276997.15
914,28,Blaine,Toledo,Ohio,43605,$328799.76
915,8702,Pennsylvania,Greensboro,North Carolina,27455,$449751.88
916,682,Lakeland,Silver Spring,Maryland,20918,$365843.01
917,05,Independence,Oklahoma City,Oklahoma,73135,$460576.57
918,99647,Bunker Hill,Chico,California,95973,$400206.43
919,9,Carberry,Tampa,Florida,33620,$59153.23
920,88689,Harper,Shawnee Mission,Kansas,66215,$464743.41
921,334,Jackson,Chicago,Illinois,60669,$355792.28
922,55007,Norway Maple,Lexington,Kentucky,40576,$166791.88
923,8665,Judy,Columbia,South Carolina,29215,$346492.76
924,464,Delladonna,Alexandria,Virginia,22313,$113270.50
925,35218,Pankratz,Lake Charles,Louisiana,70616,$56866.89
926,9473,Sycamore,Austin,Texas,78778,$380093.93
927,741,Arrowood,Birmingham,Alabama,35242,$118086.09
928,98,Sunnyside,Salt Lake City,Utah,84152,$321393.28
929,205,Heath,Asheville,North Carolina,28815,$182584.01
930,260,Pawling,Dallas,Texas,75379,$448304.73
931,34,Sachs,Jacksonville,Florida,32209,$129130.67
932,01,Kedzie,Scranton,Pennsylvania,18505,$50597.45
933,223,Brickson Park,Saint Augustine,Florida,32092,$127774.62
934,4,5th,Murfreesboro,Tennessee,37131,$250420.89
935,530,1st,Cincinnati,Ohio,45208,$211428.23
936,2,Maple Wood,Laredo,Texas,78044,$156672.33
937,58580,Lunder,Austin,Texas,78710,$187650.45
938,377,Mandrake,Washington,District of Columbia,20088,$488402.02
939,3982,Moland,Little Rock,Arkansas,72204,$321112.31
940,9,Sauthoff,Washington,District of Columbia,20580,$330339.32
941,7,Forster,Fort Worth,Texas,76134,$279930.97
942,714,Golf Course,Atlanta,Georgia,30358,$409317.68
943,5,Reindahl,Fort Worth,Texas,76147,$239809.53
944,3633,Nobel,Philadelphia,Pennsylvania,19172,$65135.60
945,5258,Dahle,Lakeland,Florida,33811,$355533.10
946,9560,Ruskin,Austin,Texas,78769,$349885.31
947,0405,Sugar,Flint,Michigan,48550,$56681.10
948,490,Northland,Tulsa,Oklahoma,74103,$414812.96
949,5891,Forest,Flint,Michigan,48505,$250836.48
950,6060,Forest Dale,Salt Lake City,Utah,84135,$491647.66
951,908,Shasta,Colorado Springs,Colorado,80951,$62537.81
952,062,Superior,Asheville,North Carolina,28805,$385613.20
953,8,Pawling,Boston,Massachusetts,02109,$454226.29
954,223,Kedzie,Salt Lake City,Utah,84152,$155375.36
955,429,Ilene,Sacramento,California,95894,$239483.42
956,41,Esch,El Paso,Texas,79999,$337634.00
957,68,Rutledge,Lake Charles,Louisiana,70616,$110065.69
958,17472,Michigan,Erie,Pennsylvania,16550,$471012.88
959,8,Ramsey,Sioux Falls,South Dakota,57188,$440914.06
960,24754,3rd,Louisville,Kentucky,40233,$265678.16
