id,number,street,city,state,postalCode,price
482,511,Haas,Santa Monica,California,90405,$351809.01
483,1555,Doe Crossing,Denver,Colorado,80270,$360626.08
484,461,Riverside,Miami,Florida,33233,$297598.98
485,14,Main,Chicago,Illinois,60691,$422821.16
486,82,International,Saint Louis,Missouri,63136,$222874.75
487,5,Graedel,Sioux Falls,South Dakota,57105,$363987.21
488,8590,2nd,Minneapolis,Minnesota,55423,$387953.69
489,97293,Eggendart,Amarillo,Texas,79105,$483732.13
490,266,Schlimgen,Richmond,Virginia,23203,$461641.20
491,6157,Grayhawk,Orange,California,92668,$211793.94
492,255,Kennedy,Macon,Georgia,31210,$498677.12
493,0209,Claremont,Austin,Texas,78732,$207379.09
494,397,Hoard,Akron,Ohio,44393,$169764.41
495,01484,Hayes,Minneapolis,Minnesota,55412,$310968.92
496,3674,Paget,Amarillo,Texas,79116,$199738.79
497,4345,Arapahoe,Albuquerque,New Mexico,87121,$181010.95
498,54,Armistice,Saint Petersburg,Florida,33731,$365125.86
499,40,Hanson,Milwaukee,Wisconsin,53285,$357372.51
500,7345,Sutteridge,Hyattsville,Maryland,20784,$464229.06
501,0,Mandrake,San Antonio,Texas,78210,$332646.79
502,260,Dixon,Glendale,California,91210,$95904.04
503,0,Eliot,Jersey City,New Jersey,07310,$161195.14
504,5,Portage,Jamaica,New York,11499,$191462.50
505,78136,Moulton,Bozeman,Montana,59771,$126683.69
506,78120,Cottonwood,Milwaukee,Wisconsin,53285,$97277.56
507,91,Blue Bill Park,Charlotte,North Carolina,28247,$393830.12
508,25279,Sunnyside,Washington,District of Columbia,20546,$389738.97
509,513,Cottonwood,Boston,Massachusetts,02283,$261113.05
510,417,Glacier Hill,Spokane,Washington,99215,$250761.14
511,0,Monterey,Chula Vista,California,91913,$488523.17
512,4,Shopko,Montgomery,Alabama,36104,$284136.97
513,08,Merry,Madison,Wisconsin,53785,$268836.76
514,5,Tennyson,Herndon,Virginia,22070,$421373.43
515,42,Pine View,Pasadena,California,91199,$360127.58
516,011,Ohio,Alexandria,Louisiana,71307,$218679.38
517,87,Stang,Richmond,Virginia,23285,$313106.13
518,951,Sutherland,Virginia Beach,Virginia,23464,$448526.83
519,72418,Ohio,Philadelphia,Pennsylvania,19172,$434461.90
520,8459,Upham,Monticello,Minnesota,55585,$390807.34
521,4,Shoshone,Shawnee Mission,Kansas,66205,$273432.72
522,8,Dunning,Nashville,Tennessee,37240,$88789.24
523,24,Brentwood,Nashville,Tennessee,37205,$160136.28
524,56414,South,Shreveport,Louisiana,71137,$169245.77
525,4282,Tennessee,Tallahassee,Florida,32309,$51241.71
526,696,Scott,Aurora,Colorado,80044,$468011.05
527,56,7th,Delray Beach,Florida,33448,$218533.57
528,9,Fordem,Fort Myers,Florida,33913,$346470.01
529,95296,Spaight,Memphis,Tennessee,38188,$196914.87
530,5889,Mccormick,Colorado Springs,Colorado,80951,$284504.32
531,705,Bellgrove,Kansas City,Missouri,64130,$424638.02
532,95,Montana,Ashburn,Virginia,22093,$79878.54
533,47,Amoth,Waco,Texas,76705,$355898.75
534,617,Swallow,Baton Rouge,Louisiana,70894,$252575.93
535,80141,Lerdahl,Phoenix,Arizona,85025,$79429.09
536,8086,Katie,South Bend,Indiana,46620,$387110.81
537,13,Walton,Buffalo,New York,14205,$454184.85
538,1097,Basil,Riverside,California,92505,$357710.15
539,984,Shopko,San Antonio,Texas,78296,$493084.91
540,3080,Ryan,Elmira,New York,14905,$320129.42
541,782,Prairie Rose,Nashville,Tennessee,37205,$117685.20
542,267,Park Meadow,Long Beach,California,90847,$150938.66
543,50283,Dayton,Pueblo,Colorado,81015,$238605.88
544,37,Straubel,Gatesville,Texas,76598,$384895.70
545,664,Hoffman,Houston,Texas,77293,$314053.82
546,96,Northfield,Tuscaloosa,Alabama,35487,$285499.48
547,70,Beilfuss,Columbia,South Carolina,29215,$305189.67
548,809,Debs,Rochester,New York,14652,$433264.52
549,12726,Florence,Las Vegas,Nevada,89160,$169836.14
550,35200,Dahle,Sterling,Virginia,20167,$65592.48
551,960,Surrey,Grand Rapids,Michigan,49510,$263696.55
552,1,Welch,Houston,Texas,77266,$494362.64
553,0,Saint Paul,Tyler,Texas,75705,$227213.24
554,915,Ohio,Eugene,Oregon,97405,$350672.64
555,4877,Ruskin,Mc Keesport,Pennsylvania,15134,$480800.39
556,5,Merchant,Albany,New York,12227,$100318.35
557,7904,Northview,Austin,Texas,78789,$118026.47
558,577,Oriole,Camden,New Jersey,08104,$92815.69
559,01,Riverside,Arlington,Virginia,22212,$412056.32
560,20136,Merchant,Beaumont,Texas,77705,$342818.09
561,12831,Green Ridge,New York City,New York,10155,$94371.17
562,259,Washington,Columbus,Georgia,31998,$135430.54
563,6001,Waywood,Lehigh Acres,Florida,33972,$165816.98
564,01368,Straubel,Wilkes Barre,Pennsylvania,18706,$178249.27
565,00576,Fulton,Saint Louis,Missouri,63167,$222358.19
566,98,Buhler,Peoria,Illinois,61635,$78696.06
567,385,Carioca,Metairie,Louisiana,70033,$408559.22
568,46,Arapahoe,San Francisco,California,94126,$384040.40
569,4843,Hermina,Frankfort,Kentucky,40618,$477276.77
570,166,Banding,Clearwater,Florida,33758,$78410.45
571,6308,Melvin,Charlotte,North Carolina,28210,$463741.48
572,03118,Lighthouse Bay,Fort Lauderdale,Florida,33310,$451079.90
573,36,Continental,San Diego,California,92170,$325183.35
574,4,Becker,Springfield,Illinois,62723,$333785.09
575,5,Bluejay,San Francisco,California,94132,$428099.51
576,53,Graceland,Minneapolis,Minnesota,55480,$256289.15
577,42,Riverside,Provo,Utah,84605,$180143.59
578,997,Westerfield,Las Vegas,Nevada,89115,$199099.00
579,7372,Moland,Zephyrhills,Florida,33543,$125669.13
580,23917,Esch,Austin,Texas,78764,$107641.60
581,4859,Glacier Hill,Pocatello,Idaho,83206,$432738.34
582,19742,Cordelia,Gatesville,Texas,76598,$130669.90
583,5,Florence,Jamaica,New York,11436,$55412.67
584,59240,Esch,Grand Rapids,Michigan,49505,$351088.59
585,80,Butterfield,Knoxville,Tennessee,37939,$429230.59
586,89,Leroy,Chattanooga,Tennessee,37416,$481555.41
587,29,Doe Crossing,Olympia,Washington,98506,$180335.13
588,29596,Bowman,Provo,Utah,84605,$56400.28
589,32052,Clarendon,Huntington,West Virginia,25726,$414395.89
590,593,Huxley,Washington,District of Columbia,20557,$407532.45
591,58187,Carioca,Shreveport,Louisiana,71105,$255102.83
592,59,Paget,Orlando,Florida,32808,$423018.93
593,00,Loeprich,Baltimore,Maryland,21275,$57951.99
594,28,Basil,Pensacola,Florida,32511,$440482.81
595,234,International,Cincinnati,Ohio,45999,$341953.67
596,281,Jenna,Saint Paul,Minnesota,55114,$473212.16
597,281,Ronald Regan,Erie,Pennsylvania,16534,$54628.69
598,0033,Reindahl,San Antonio,Texas,78230,$271275.80
599,8,Lerdahl,Las Vegas,Nevada,89115,$264044.15
600,48692,Florence,Fort Lauderdale,Florida,33355,$419189.36
601,1,Waxwing,El Paso,Texas,88535,$208881.49
602,4,Banding,Sacramento,California,94207,$394289.89
603,00578,Trailsway,Columbus,Georgia,31914,$139282.47
604,977,Toban,Honolulu,Hawaii,96815,$76199.08
605,79,Garrison,Rochester,New York,14646,$56249.94
606,612,Monica,Atlanta,Georgia,31132,$63505.28
607,8,Little Fleur,Charlotte,North Carolina,28263,$50089.36
608,03676,Hanson,Evansville,Indiana,47747,$108919.17
609,6531,Center,Huntington,West Virginia,25716,$258756.42
610,2988,Northport,Canton,Ohio,44710,$208594.66
611,6838,Anderson,Birmingham,Alabama,35279,$126770.65
612,460,Valley Edge,Kansas City,Missouri,64114,$486567.86
613,5014,Kingsford,Sacramento,California,95833,$257111.71
614,31554,Dahle,Littleton,Colorado,80126,$452798.22
615,275,Novick,Chico,California,95973,$209293.39
616,2874,Namekagon,Alexandria,Virginia,22313,$322786.72
617,0,Hallows,Austin,Texas,78769,$73105.98
618,1829,Lunder,Montgomery,Alabama,36119,$104076.80
619,354,Spohn,Atlanta,Georgia,30336,$439845.19
620,51323,Badeau,Houston,Texas,77025,$433949.59
621,3,Oak Valley,Oklahoma City,Oklahoma,73124,$353379.71
622,13,Annamark,Melbourne,Florida,32941,$123567.35
623,322,Almo,Orlando,Florida,32825,$471860.80
624,46,Talmadge,San Antonio,Texas,78235,$489481.68
625,880,Vermont,Fort Worth,Texas,76178,$57968.44
626,11,Schlimgen,Saint Louis,Missouri,63131,$485179.86
627,0,Ohio,Mesa,Arizona,85205,$215302.87
628,80493,Dennis,Rockville,Maryland,20851,$99607.25
629,7359,Esker,Irving,Texas,75062,$197081.27
630,03,Merrick,Omaha,Nebraska,68179,$88570.76
631,1889,Farwell,Los Angeles,California,90035,$422366.25
632,4,Florence,Houston,Texas,77085,$191784.91
633,8,Union,Fort Wayne,Indiana,46862,$384068.85
634,05983,Stuart,Atlanta,Georgia,31136,$206742.84
635,2,Kropf,Denver,Colorado,80209,$452745.82
636,7,Graedel,Arlington,Virginia,22225,$471784.59
637,165,Heffernan,Brooklyn,New York,11215,$438462.44
638,674,Monica,Dallas,Texas,75353,$379952.95
639,31,Utah,Jacksonville,Florida,32215,$341591.74
640,48088,Daystar,Pittsburgh,Pennsylvania,15250,$278012.44
641,819,Sunbrook,Fort Worth,Texas,76162,$469417.10
642,60,Merrick,New York City,New York,10175,$359808.47
643,25,Monument,Topeka,Kansas,66606,$81408.40
644,48,Gateway,Nashville,Tennessee,37215,$133041.79
645,63,Morningstar,Amarillo,Texas,79105,$395300.74
646,62,Hoard,San Antonio,Texas,78220,$372733.68
647,334,Green Ridge,Atlanta,Georgia,30392,$290205.95
648,33174,Oriole,Nashville,Tennessee,37220,$277148.19
649,5,Dahle,Grand Rapids,Michigan,49518,$331752.56
650,0862,Elmside,Oklahoma City,Oklahoma,73135,$262300.45
651,52160,Dapin,San Mateo,California,94405,$386578.37
652,4,Sycamore,Detroit,Michigan,48224,$160930.84
653,7,Macpherson,Anchorage,Alaska,99599,$136216.61
654,301,Blaine,Charlotte,North Carolina,28272,$128021.36
655,0,Golf View,Sioux Falls,South Dakota,57188,$151322.31
656,400,Green Ridge,Camden,New Jersey,08104,$451961.01
657,83,Bartillon,Cincinnati,Ohio,45208,$219180.55
658,85369,Southridge,Columbus,Ohio,43215,$338581.42
659,5,Northwestern,Portsmouth,New Hampshire,03804,$216292.98
660,392,Elka,Portsmouth,Virginia,23705,$162754.55
661,6934,Eagan,Albany,New York,12255,$239239.05
662,2700,Moose,San Antonio,Texas,78240,$249668.80
663,0,Division,Vancouver,Washington,98682,$325849.91
664,06,Cascade,Dallas,Texas,75372,$483170.78
665,9,Clove,Watertown,Massachusetts,02472,$192638.35
666,43,Mifflin,Seattle,Washington,98127,$242683.05
667,2,Main,Aurora,Colorado,80044,$267709.05
668,321,Mitchell,Philadelphia,Pennsylvania,19178,$86605.67
669,1780,Stone Corner,Albuquerque,New Mexico,87140,$251196.37
670,4,Express,Billings,Montana,59112,$461136.84
671,61,Roxbury,Chicago,Illinois,60669,$296087.13
672,25899,Northland,Tulsa,Oklahoma,74103,$400880.12
673,89964,Canary,Salt Lake City,Utah,84115,$310233.41
674,950,Gerald,Washington,District of Columbia,20067,$141398.05
675,3,Butterfield,Tyler,Texas,75799,$207104.24
676,358,Graedel,El Paso,Texas,88558,$51705.06
677,0,Schiller,Oklahoma City,Oklahoma,73124,$113773.55
678,8629,Golf Course,Buffalo,New York,14233,$136049.88
679,4,Fairfield,New Orleans,Louisiana,70129,$258492.18
680,7,Norway Maple,Birmingham,Alabama,35254,$257324.81
681,25800,School,Roanoke,Virginia,24029,$126705.70
682,365,Menomonie,Mobile,Alabama,36628,$357980.35
683,38443,Butternut,Fort Wayne,Indiana,46805,$304457.33
684,60,Morning,Pasadena,California,91131,$100045.57
685,64339,Lakewood,Peoria,Illinois,61651,$335231.01
686,150,Sachtjen,Santa Clara,California,95054,$234140.93
687,629,Marcy,Denver,Colorado,80235,$460073.82
688,019,Burning Wood,South Lake Tahoe,California,96154,$400679.63
689,00024,Evergreen,Charleston,West Virginia,25331,$230728.07
690,7122,Toban,San Francisco,California,94169,$163476.79
691,4,Fordem,Tulsa,Oklahoma,74103,$124712.85
692,05,Union,Abilene,Texas,79699,$471113.83
693,20183,Red Cloud,Lexington,Kentucky,40505,$357504.10
694,63,Schlimgen,Wilmington,Delaware,19892,$428343.59
695,480,Mayfield,Sacramento,California,94286,$215758.56
696,2270,Village Green,Worcester,Massachusetts,01610,$309832.22
697,9238,Westend,Austin,Texas,78778,$174910.17
698,855,Petterle,Indianapolis,Indiana,46239,$457187.41
699,0509,Buhler,Phoenix,Arizona,85025,$235832.39
700,4,Corben,Memphis,Tennessee,38119,$344342.14
701,78,6th,Memphis,Tennessee,38197,$219687.43
702,66,Michigan,Troy,Michigan,48098,$393798.94
703,14222,Blaine,Stamford,Connecticut,06912,$473947.91
704,1690,Waywood,Columbus,Ohio,43231,$71867.62
705,34,Saint Paul,Homestead,Florida,33034,$283959.22
706,8,Melody,Greensboro,North Carolina,27409,$273599.33
707,99,Acker,Philadelphia,Pennsylvania,19125,$429752.66
708,2,Ronald Regan,Washington,District of Columbia,20067,$248844.55
709,9,Thierer,Shreveport,Louisiana,71161,$294400.42
710,8885,Talisman,Shawnee Mission,Kansas,66205,$192089.08
711,2,Graceland,Baltimore,Maryland,21216,$317949.56
712,25360,Lyons,Atlanta,Georgia,30351,$270435.23
713,5,Milwaukee,Boise,Idaho,83757,$161699.84
714,7912,Mariners Cove,Tampa,Florida,33620,$60029.62
715,21,Anderson,Reno,Nevada,89550,$256429.51
716,790,Park Meadow,Omaha,Nebraska,68144,$170561.37
717,6,Stuart,Tampa,Florida,33680,$53979.05
718,176,Ludington,Charlotte,North Carolina,28242,$497712.69
719,776,Crowley,Irvine,California,92710,$417661.69
720,8718,Eastwood,Minneapolis,Minnesota,55423,$112289.15
721,52,Vahlen,Miami,Florida,33283,$242618.64
722,89039,Steensland,El Paso,Texas,88558,$197705.58
723,6004,Straubel,New Hyde Park,New York,11044,$445942.94
724,38631,Cottonwood,Columbia,Missouri,65218,$236171.30
725,01892,Warbler,Philadelphia,Pennsylvania,19196,$364358.40
726,1434,Luster,Birmingham,Alabama,35244,$460745.81
727,25,Brentwood,Erie,Pennsylvania,16522,$299035.54
728,3751,Westerfield,Birmingham,Alabama,35210,$493304.43
729,0,Briar Crest,Mobile,Alabama,36622,$97556.67
730,3,Shelley,Houston,Texas,77010,$86214.23
731,544,Hoard,Daytona Beach,Florida,32118,$225415.73
732,05,Graceland,Honolulu,Hawaii,96840,$381604.00
733,7,Warbler,Gadsden,Alabama,35905,$398571.21
734,210,Stephen,Portland,Oregon,97296,$58885.99
735,5,Magdeline,Houston,Texas,77206,$176227.02
736,7,Maywood,Dallas,Texas,75205,$78875.94
737,64358,Katie,Springfield,Missouri,65805,$156294.70
738,199,Maywood,Salinas,California,93907,$175927.98
739,49467,Barnett,El Paso,Texas,88535,$445218.32
740,5664,Dapin,Phoenix,Arizona,85077,$254201.56
741,3,Gerald,Denver,Colorado,80235,$378559.62
742,113,Stone Corner,Macon,Georgia,31205,$350803.33
743,9789,Haas,Dallas,Texas,75246,$247582.16
744,85,Vermont,Philadelphia,Pennsylvania,19115,$67380.77
745,01435,Ronald Regan,Orlando,Florida,32854,$225219.22
746,4,Homewood,Los Angeles,California,90050,$301496.91
747,1,Dovetail,Tampa,Florida,33615,$246917.82
748,214,7th,Whittier,California,90610,$368333.39
749,08,Dryden,Wilmington,North Carolina,28405,$341267.42
750,762,Darwin,Kansas City,Missouri,64179,$311564.78
751,08,Clemons,Huntsville,Alabama,35895,$422327.87
752,05908,Vernon,Hot Springs National Park,Arkansas,71914,$429362.50
753,97833,Nova,Schaumburg,Illinois,60193,$263489.98
754,89409,Hanover,Reno,Nevada,89510,$343656.08
755,592,Vernon,Portsmouth,Virginia,23705,$60021.88
756,28,Delladonna,New Bedford,Massachusetts,02745,$133865.97
757,66,Lindbergh,Phoenix,Arizona,85067,$74072.30
758,63183,Dixon,Wilkes Barre,Pennsylvania,18763,$469147.53
759,9757,Oakridge,Colorado Springs,Colorado,80915,$190939.73
760,1563,Shoshone,Amarillo,Texas,79188,$124785.04
761,72577,Arizona,Murfreesboro,Tennessee,37131,$78735.86
762,877,Nevada,Panama City,Florida,32412,$200645.06
763,8528,Darwin,Saint Louis,Missouri,63169,$250625.83
764,7510,Badeau,Temple,Texas,76505,$382764.84
765,02491,Bartelt,Spokane,Washington,99252,$368678.86
766,5,Doe Crossing,Denver,Colorado,80291,$323028.89
767,018,Mosinee,Bakersfield,California,93305,$247527.25
768,64,Surrey,Fort Lauderdale,Florida,33310,$377289.77
769,3769,Erie,Fresno,California,93740,$210148.28
770,85825,Florence,New Haven,Connecticut,06505,$213555.15
771,54826,Marquette,Salt Lake City,Utah,84140,$251649.02
772,7815,Vidon,Sacramento,California,95823,$122768.85
773,5758,Pine View,Baltimore,Maryland,21290,$87671.85
774,3268,Homewood,Spartanburg,South Carolina,29319,$469790.85
775,911,Sullivan,Fort Worth,Texas,76192,$465882.27
776,85003,South,Oklahoma City,Oklahoma,73109,$93184.16
777,4152,Fieldstone,Jeffersonville,Indiana,47134,$120431.39
778,0,Manitowish,Saint Louis,Missouri,63180,$426138.51
779,6869,Summerview,Miami,Florida,33233,$315708.78
780,281,Little Fleur,El Paso,Texas,88574,$144815.21
781,0967,Westend,Gastonia,North Carolina,28055,$52936.46
782,62,Manley,Louisville,Kentucky,40280,$281493.54
783,53023,Ruskin,Daytona Beach,Florida,32128,$249918.84
784,7661,Arapahoe,Des Moines,Iowa,50305,$143931.58
785,24,Crescent Oaks,Miami,Florida,33196,$132277.27
786,32,Eliot,Macon,Georgia,31210,$445002.05
787,525,Steensland,Orlando,Florida,32835,$229879.79
788,1,Farmco,San Bernardino,California,92410,$73147.56
789,174,Dennis,Saint Louis,Missouri,63131,$319093.19
790,945,South,Albuquerque,New Mexico,87190,$301503.32
791,4,Judy,Birmingham,Alabama,35225,$190446.39
792,713,Banding,Longview,Texas,75605,$357572.75
793,7,Sachs,Tacoma,Washington,98464,$107009.95
794,5204,Park Meadow,Atlanta,Georgia,31165,$424625.49
795,521,Hermina,Terre Haute,Indiana,47805,$124245.13
796,522,Morning,Knoxville,Tennessee,37939,$486856.72
797,9,1st,Terre Haute,Indiana,47805,$215258.26
798,8147,Gale,Stockton,California,95205,$435026.48
799,31,Scoville,Ocala,Florida,34479,$116586.91
800,7,Petterle,El Paso,Texas,79950,$391168.76
801,52,Hallows,Kalamazoo,Michigan,49006,$176200.77
802,5,Arizona,Hayward,California,94544,$184713.20
803,0521,Bultman,Madison,Wisconsin,53710,$478420.84
804,82,Sunnyside,El Paso,Texas,79923,$128048.03
805,81,Fairview,Tampa,Florida,33647,$147713.40
806,81,Carioca,Tampa,Florida,33647,$242667.22
807,2074,Moose,Montgomery,Alabama,36195,$499041.73
808,22,Schlimgen,Buffalo,New York,14205,$306738.29
809,463,Melrose,Indianapolis,Indiana,46295,$215147.45
810,4,Sugar,Knoxville,Tennessee,37924,$440870.79
811,9239,Village Green,Saint Augustine,Florida,32092,$319601.49
812,021,Lawn,Charleston,West Virginia,25356,$314211.82
813,57,Twin Pines,Charlottesville,Virginia,22908,$334244.24
814,928,Dapin,Gastonia,North Carolina,28055,$221350.43
815,42411,Eagle Crest,Levittown,Pennsylvania,19058,$425137.72
816,94,Milwaukee,Rochester,New York,14652,$447511.45
817,6265,Prairie Rose,Corpus Christi,Texas,78405,$66286.72
818,530,Randy,El Paso,Texas,88558,$258339.64
819,6,3rd,Las Vegas,Nevada,89166,$191981.33
820,853,Arapahoe,Albany,New York,12232,$151468.32
821,6,Toban,Kansas City,Missouri,64193,$441456.69
822,395,Holy Cross,Mansfield,Ohio,44905,$473111.60
823,126,Waxwing,Orlando,Florida,32803,$389081.47
824,79,Cottonwood,Detroit,Michigan,48275,$340906.77
825,53604,Green Ridge,Cincinnati,Ohio,45208,$436638.60
826,043,Warner,Atlanta,Georgia,31190,$136876.59
827,5,Union,Miami,Florida,33196,$64633.74
828,03917,Helena,San Bernardino,California,92410,$386224.41
829,7,Chinook,Atlanta,Georgia,30375,$116114.35
830,7,Southridge,Huntington,West Virginia,25770,$131216.03
831,4,Fordem,Washington,District of Columbia,20530,$333481.64
832,84,Meadow Ridge,Richmond,Virginia,23260,$443910.10
833,54285,Fisk,Miami,Florida,33190,$384886.69
834,77,Kensington,Pompano Beach,Florida,33075,$61375.66
835,04905,Forster,Hollywood,Florida,33023,$246458.97
836,1,Melody,Amarillo,Texas,79165,$291783.18
837,4,Vahlen,Houston,Texas,77085,$420156.15
838,8783,Crowley,Brooklyn,New York,11247,$398566.91
839,1,Mitchell,Washington,District of Columbia,20041,$251423.37
840,05292,Reinke,Rockford,Illinois,61110,$85611.66
841,05,Kenwood,Indianapolis,Indiana,46231,$83833.89
842,5,Lake View,Springfield,Illinois,62705,$492675.68
843,047,Stephen,Loretto,Minnesota,55598,$299703.93
844,7078,Hansons,Brooklyn,New York,11254,$482593.07
845,32,Loomis,Minneapolis,Minnesota,55487,$369359.65
846,1074,Pennsylvania,Miami,Florida,33261,$124468.16
847,48,Mandrake,Grand Junction,Colorado,81505,$204148.30
848,657,Clove,Houston,Texas,77293,$486436.40
849,72,Washington,Duluth,Minnesota,55811,$472069.26
850,89831,Redwing,Denver,Colorado,80223,$132961.59
851,2,Mandrake,Fort Lauderdale,Florida,33330,$296315.54
852,220,Karstens,South Bend,Indiana,46620,$296819.88
853,66,Beilfuss,Davenport,Iowa,52804,$73009.87
854,830,Waxwing,Columbus,Ohio,43284,$157565.33
855,09985,Union,Jamaica,New York,11431,$349999.74
856,60,Bowman,Naperville,Illinois,60567,$353368.89
857,0246,Prentice,Saint Louis,Missouri,63169,$254251.84
858,4279,International,Tempe,Arizona,85284,$437389.27
859,38,La Follette,Rochester,New York,14614,$79682.71
860,5408,Hintze,Hampton,Virginia,23668,$301591.77
861,226,Fallview,Arlington,Virginia,22234,$355290.97
862,197,Stang,Houston,Texas,77293,$66613.27
863,1,Pierstorff,Anderson,South Carolina,29625,$255190.85
864,80,Elgar,Mc Keesport,Pennsylvania,15134,$217138.28
865,16023,Fordem,Monticello,Minnesota,55585,$427220.88
866,762,Vera,Roanoke,Virginia,24034,$284446.54
867,3947,Anderson,Lake Worth,Florida,33467,$307483.92
868,1,Laurel,New York City,New York,10039,$413143.08
869,249,Hoard,Littleton,Colorado,80161,$62847.35
870,0630,Green,Minneapolis,Minnesota,55423,$68974.90
871,595,Eggendart,Decatur,Illinois,62525,$353586.98
872,203,Bobwhite,Anchorage,Alaska,99512,$315835.73
873,01,East,Indianapolis,Indiana,46226,$483943.17
874,154,Katie,Saint Paul,Minnesota,55115,$405171.27
875,817,Mockingbird,Seattle,Washington,98127,$325413.56
876,41,Clemons,Punta Gorda,Florida,33982,$264504.63
877,77,Hollow Ridge,North Hollywood,California,91616,$208639.79
878,7510,Algoma,San Diego,California,92170,$255588.23
879,02,Harper,Hampton,Virginia,23663,$53027.28
880,8018,Melody,Roanoke,Virginia,24004,$255532.63
881,71,Texas,Trenton,New Jersey,08695,$246770.32
882,847,Stang,Miami,Florida,33164,$408772.58
883,1,Blue Bill Park,Houston,Texas,77020,$207715.22
884,247,Welch,North Las Vegas,Nevada,89087,$491916.37
885,5651,Manufacturers,Brooklyn,New York,11225,$364841.28
886,6,American,Stockton,California,95219,$109284.70
887,11,Norway Maple,Syracuse,New York,13224,$98357.54
888,66,Buena Vista,Saint Petersburg,Florida,33715,$396828.53
889,553,Express,East Saint Louis,Illinois,62205,$175035.42
890,3191,American,Peoria,Illinois,61629,$418022.25
891,951,Karstens,Los Angeles,California,90040,$434563.03
892,237,Thierer,Oklahoma City,Oklahoma,73119,$338407.78
893,64233,Valley Edge,Simi Valley,California,93094,$167958.06
894,02,Crowley,Columbus,Ohio,43284,$238499.08
895,766,Almo,Des Moines,Iowa,50310,$462595.95
896,00483,Mockingbird,Pensacola,Florida,32575,$460425.06
897,52818,Scofield,El Paso,Texas,88546,$416366.56
898,50868,1st,Phoenix,Arizona,85035,$54934.22
899,8867,Mifflin,Evansville,Indiana,47712,$224705.86
900,338,Acker,Wichita,Kansas,67230,$456767.38
901,00,Debs,Louisville,Kentucky,40225,$380920.29
902,5050,Claremont,Trenton,New Jersey,08650,$187526.29
903,2,Service,Jefferson City,Missouri,65105,$185643.78
904,697,Gina,Austin,Texas,78737,$372284.64
905,75,Bultman,Dallas,Texas,75205,$226285.36
906,2,Ruskin,Omaha,Nebraska,68124,$406427.06
907,99,Fieldstone,Knoxville,Tennessee,37939,$220869.53
908,2519,Schurz,Nashville,Tennessee,37228,$197553.07
909,97130,Esker,Baton Rouge,Louisiana,70820,$465303.21
910,74935,Anderson,Roanoke,Virginia,24009,$80685.28
911,31727,Sutherland,Garland,Texas,75044,$139186.10
912,6104,Eastlawn,Las Vegas,Nevada,89166,$402407.78
913,41080,Oneill,Houston,Texas,77299,$299763.13
914,0,Summerview,Montgomery,Alabama,36125,$331863.69
915,4,Mariners Cove,Boulder,Colorado,80328,$337626.58
916,7705,Harbort,Pittsburgh,Pennsylvania,15225,$67934.67
917,74137,Monument,Washington,District of Columbia,20409,$216466.41
918,277,Browning,Redwood City,California,94064,$262257.24
919,40,Moose,Cincinnati,Ohio,45296,$56604.81
920,42518,Northfield,Trenton,New Jersey,08650,$493155.68
921,781,Eastwood,Herndon,Virginia,22070,$304447.69
922,6,Morningstar,Kansas City,Kansas,66160,$367223.87
923,20,Myrtle,Indianapolis,Indiana,46278,$310544.74
924,21,Brickson Park,Pensacola,Florida,32575,$160380.06
925,179,Gina,Rockford,Illinois,61105,$86537.09
926,05227,Fuller,Flint,Michigan,48550,$495911.27
927,90,Northridge,Dulles,Virginia,20189,$490916.29
928,06222,Towne,Waterloo,Iowa,50706,$291087.86
929,050,Cody,Louisville,Kentucky,40250,$284647.56
930,43,Menomonie,Stockton,California,95219,$269186.46
931,44,Logan,Saint Louis,Missouri,63196,$310904.17
932,60789,Warbler,Chattanooga,Tennessee,37405,$104779.69
933,18,Moulton,Little Rock,Arkansas,72215,$337487.63
934,9734,Roxbury,Greensboro,North Carolina,27409,$441042.99
935,7294,Northview,Clearwater,Florida,34620,$97609.12
936,887,Talisman,Oakland,California,94616,$175979.50
937,7,Del Sol,San Francisco,California,94177,$205812.39
938,3878,Clove,Springfield,Illinois,62718,$123687.36
939,0036,Charing Cross,Dallas,Texas,75226,$308466.72
940,29,Quincy,Boca Raton,Florida,33499,$85992.37
941,18720,Northwestern,Richmond,Virginia,23220,$158292.15
942,97818,Montana,Macon,Georgia,31205,$106521.12
943,5,5th,Anaheim,California,92812,$316538.04
944,120,Homewood,Salt Lake City,Utah,84125,$184178.04
945,7,Milwaukee,White Plains,New York,10633,$476417.30
946,419,Quincy,Memphis,Tennessee,38143,$81378.31
947,41,Talisman,Long Beach,California,90847,$312081.76
948,4607,Comanche,Pinellas Park,Florida,34665,$195031.01
949,1,Nobel,Chico,California,95973,$247247.90
950,50,Doe Crossing,Miami,Florida,33158,$486277.01
951,5240,Fuller,Birmingham,Alabama,35263,$128597.33
952,246,Nobel,Boston,Massachusetts,02163,$434376.44
953,68372,Thompson,Memphis,Tennessee,38197,$291460.40
954,00662,Daystar,Birmingham,Alabama,35254,$173361.89
955,6717,Dakota,Knoxville,Tennessee,37995,$208803.63
956,40,Scoville,Baltimore,Maryland,21265,$254047.89
957,3867,Shasta,Gary,Indiana,46406,$339649.86
958,6,Anhalt,Orlando,Florida,32891,$398279.10
959,5592,Manufacturers,San Bernardino,California,92424,$373082.74
960,782,Lillian,New York City,New York,10090,$315271.64
961,67014,Rigney,Shreveport,Louisiana,71166,$162196.05
